Product_ID,Product_Name,Supplier_ID,Supplier_Name,Stock_Quantity,Reorder_Level,Reorder_Quantity,Unit_Price,Last_Order_Date,Sales_Volume,Inventory_Turnover_Rate
46-911-1159,Onion,30-820-2883,Voolia,98,40,100,$2.00,10/30/2024,46,9
40-630-1431,Cherry,61-040-9004,Voomm,29,66,21,$8.00,7/11/2024,74,93
15-797-4824,Coconut,46-830-4835,Mudo,32,27,26,$5.00,11/20/2024,38,79
37-248-6266,Pear,75-553-7424,Youspan,84,74,48,$4.50,10/17/2024,64,32
22-760-4605,Yogurt,01-495-9336,Bubblemix,86,20,67,$1.75,7/7/2024,83,82
80-020-8041,Black Rice,66-684-1941,Wordware,11,58,26,$6.20,12/3/2024,49,34
44-634-8292,Whole Wheat Flour,48-557-5036,Quatz,60,69,64,$2.75,3/9/2024,51,6
19-610-2236,Whole Wheat Bread,53-799-3174,Mybuzz,58,48,9,$3.50,8/3/2024,98,69
49-579-4325,Ricotta Cheese,98-558-5813,Eadel,64,95,62,$6.00,8/22/2024,55,1
42-134-9798,Canola Oil,16-869-7328,Omba,19,80,87,$2.30,10/23/2024,33,38
84-546-7624,Cherry,34-730-9079,Gigazoom,43,41,100,$8.00,4/8/2024,27,78
11-891-8213,Peanut Oil,25-741-5987,Tagopia,38,62,47,$4.00,12/12/2024,41,34
03-597-9488,Buttermilk,03-983-0515,Wordpedia,70,66,74,$2.50,7/11/2024,47,77
89-624-7462,Asparagus,39-506-2186,Jaxspan,18,3,39,$5.00,2/16/2025,58,61
89-335-0155,Brown Rice,83-780-4531,Fivebridge,46,81,47,$2.50,9/11/2024,48,48
59-725-4038,Arabica Coffee,39-055-1703,Zoozzy,78,34,39,$20.50,8/26/2024,62,2
78-953-2073,Canola Oil,28-465-9141,Tagopia,53,20,75,$2.30,10/1/2024,83,77
91-426-3204,Haddock,86-184-4829,Geba,67,71,4,$9.00,4/14/2024,76,34
40-913-9772,Egg (Chicken),51-215-2283,Einti,36,30,44,$0.20,3/3/2024,68,88
89-922-4773,Whole Wheat Flour,99-455-0707,Mudo,39,53,64,$2.75,7/2/2024,92,8
17-236-0566,Sweet Potato,32-402-9679,Einti,95,87,13,$2.00,3/2/2024,61,4
74-234-0628,Almond Flour,49-559-7092,Shuffledrive,12,56,92,$9.50,12/15/2024,56,6
80-441-7249,Wild Rice,35-979-6839,Yoveo,98,30,39,$10.00,4/14/2024,31,26
54-708-7327,Jasmine Rice,46-316-6919,Linktype,50,14,99,$4.75,3/28/2024,52,75
15-846-7959,Zucchini,47-026-0505,Vidoo,98,14,11,$2.50,12/1/2024,48,38
44-368-7112,Corn Oil,85-978-7855,Devbug,28,32,71,$2.50,5/2/2024,32,49
03-833-3577,Cucumber,87-032-6971,Kanoodle,67,14,25,$1.80,8/20/2024,81,77
47-548-6500,Onion,27-061-4764,Devpulse,20,93,37,$2.00,3/7/2024,23,2
12-342-4482,Trout,71-300-8176,Topicblab,67,83,90,$11.60,9/30/2024,66,77
07-834-3320,Egg (Quail),47-831-9154,Trunyx,94,60,78,$0.80,3/7/2024,100,42
16-187-5729,Black Tea,79-366-7207,Zoombeat,45,58,84,$5.00,3/21/2024,90,67
64-109-7362,Anchovies,38-603-6412,Voolia,86,55,96,$10.00,7/9/2024,37,53
06-655-5498,Wild Rice,89-574-3430,Kayveo,72,82,52,$9.75,7/9/2024,51,95
24-975-4231,Green Beans,99-145-4924,Jayo,31,61,28,$2.10,7/9/2024,55,70
98-652-9569,Butter Biscuit,65-160-1426,Ooba,12,7,23,$6.00,2/17/2025,72,16
25-522-6043,Gouda Cheese,29-122-7037,Kazu,71,93,75,$7.00,8/19/2024,77,58
28-275-5901,Anchovies,44-760-4337,Jatri,64,1,92,$10.00,4/23/2024,49,15
96-164-0607,Coconut Oil,15-655-3923,Browsezoom,89,79,66,$5.00,12/20/2024,91,31
93-815-0565,Sesame Oil,56-422-1480,Jaxworks,50,36,96,$6.50,8/12/2024,53,73
63-918-8253,Mango,94-157-1762,Devpulse,53,98,23,$5.00,7/4/2024,41,84
57-167-0669,Haddock,30-934-3251,Rhybox,19,99,78,$9.00,2/17/2025,29,54
52-402-9245,Broccoli,37-519-7762,Plajo,89,40,64,$4.00,2/12/2025,93,48
17-647-0503,Cod,69-416-9493,Katz,96,12,8,$8.00,5/24/2024,97,92
67-984-5368,Parmesan Cheese,39-714-7313,Yakidoo,52,56,34,$12.00,10/4/2024,31,69
77-827-0820,Sesame Oil,46-590-7639,Youopia,97,20,8,$6.50,11/6/2024,51,51
27-387-0428,Halibut,62-312-2748,Camido,88,42,68,$20.00,11/29/2024,92,29
79-350-5841,Jasmine Rice,81-676-3345,Gabvine,33,44,89,$4.75,9/5/2024,93,19
44-128-2185,Jasmine Rice,79-091-7381,Katz,98,20,81,$4.75,7/10/2024,51,23
48-789-9187,Peach,95-944-5323,Browsetype,45,79,95,$4.00,6/26/2024,84,62
21-809-7115,White Rice,57-774-4116,Tagcat,80,86,50,$1.80,7/22/2024,46,69
19-323-0506,Halibut,28-977-3789,Skidoo,68,43,96,$20.00,4/28/2024,75,35
04-637-8815,Apricot,60-959-6355,Zoonder,90,91,62,$5.00,11/27/2024,34,72
60-644-6596,Trout,32-745-8366,Rhynoodle,89,67,89,$12.00,1/5/2025,96,42
58-005-5343,Cucumber,83-401-2709,Youbridge,38,94,87,$1.80,5/3/2024,89,100
67-382-4435,Green Beans,49-901-0828,Fivespan,99,37,74,$2.10,12/21/2024,46,46
09-335-7793,Powdered Sugar,96-918-7047,Topicshots,66,19,20,$2.40,9/7/2024,30,49
46-496-2930,Pomegranate,29-295-9755,Eare,66,28,7,$6.00,10/26/2024,85,6
35-353-4068,Bread Flour,44-199-6832,Jetpulse,64,11,97,$1.50,12/18/2024,33,83
45-050-4720,Black Rice,98-791-5014,Voonder,18,78,43,$6.00,7/5/2024,85,97
87-104-0187,Whole Wheat Flour,41-881-1166,Rhyloo,86,100,78,$2.75,5/28/2024,52,91
85-806-8672,Black Tea,44-646-7502,Kare,35,88,87,$4.70,10/12/2024,39,62
54-281-3746,Green Beans,08-824-4585,Viva,26,70,52,$2.00,3/10/2024,36,10
35-257-9312,Parmesan Cheese,35-927-4986,Photospace,80,100,48,$12.00,10/12/2024,100,28
63-897-8088,Zucchini,82-313-4469,Skibox,63,56,33,$2.50,6/7/2024,35,16
24-986-5091,Vanilla Biscuit,51-076-1164,Ozu,89,22,23,$5.50,6/25/2024,83,25
17-504-3699,Sweet Potato,81-276-8218,Jaxworks,80,60,71,$2.00,6/15/2024,98,13
23-395-3157,Vegetable Oil,48-538-8538,Tagtune,41,66,50,$2.00,7/30/2024,55,74
28-107-4953,Chocolate Biscuit,01-165-8830,Babbleblab,53,19,94,$5.00,11/12/2024,82,56
46-083-7058,Haddock,26-730-0925,Devshare,61,91,40,$9.00,8/27/2024,34,76
68-436-1268,Egg (Duck),10-694-6636,Aivee,70,92,74,$1.00,8/17/2024,95,26
93-198-5984,Mango,86-441-7850,Skalith,73,69,1,$5.00,5/14/2024,50,67
24-571-1080,Kale,07-520-1107,Devshare,60,15,89,$4.00,2/21/2025,21,29
73-874-7534,Pomegranate,12-566-2563,Twitterwire,88,24,44,$6.00,11/8/2024,72,88
07-337-9889,Cauliflower,84-949-8378,Twitterwire,95,6,59,$2.50,8/15/2024,49,77
28-197-9246,Powdered Sugar,31-281-2352,Riffwire,47,30,16,$2.50,7/11/2024,22,81
83-400-9746,Mozzarella Cheese,02-510-0629,Eidel,24,1,65,$7.00,7/12/2024,58,61
24-579-6500,Anchovies,60-309-5783,Zoovu,93,51,70,$10.00,6/12/2024,81,18
64-418-8356,Sunflower Oil,91-451-2016,Ooba,80,24,60,$2.50,11/13/2024,98,38
15-884-7413,Apple,39-412-7454,Geba,77,58,13,$3.50,5/23/2024,63,28
79-494-2472,Green Beans,04-391-8892,Kanoodle,42,48,18,$2.00,4/19/2024,39,57
36-177-0573,Egg (Turkey),62-687-0951,Oyondu,92,1,23,$2.50,10/2/2024,78,36
79-920-2395,Mushrooms,70-825-7341,Chatterpoint,81,23,17,$6.25,5/8/2024,92,78
96-961-2193,Jasmine Rice,71-467-4910,Babbleset,46,39,11,$4.75,8/16/2024,36,54
69-578-7930,Brown Rice,37-728-5274,Flipbug,44,67,31,$2.50,3/18/2024,44,72
40-205-8252,Multigrain Bread,68-493-0378,Innojam,38,37,27,$3.50,10/5/2024,45,88
18-107-7886,Evaporated Milk,11-466-3182,Demivee,64,28,35,$2.00,11/7/2024,74,50
35-328-8392,Long Grain Rice,52-340-4509,Ainyx,39,2,71,$1.45,3/18/2024,20,70
21-650-9319,White Bread,73-445-3017,Jazzy,42,88,95,$2.50,1/28/2025,67,94
99-894-4351,White Sugar,45-602-6533,Devpoint,29,54,54,$2.00,2/24/2025,58,63
63-168-6018,Cucumber,01-853-2191,Bubblemix,60,63,81,$1.80,10/3/2024,74,31
26-000-1012,Parmesan Cheese,60-284-1974,Quatz,65,54,29,$12.00,11/29/2024,69,79
13-900-9016,Bell Pepper,63-969-9608,Meetz,89,96,94,$4.50,1/6/2025,38,96
88-408-0310,Corn Oil,91-002-3027,Flipopia,50,40,69,$2.50,3/31/2024,28,98
73-997-6251,Bell Pepper,17-167-4304,Livetube,94,18,84,$4.50,10/15/2024,44,49
50-679-2072,Canola Oil,81-588-5701,Thoughtmix,97,32,43,$2.30,5/3/2024,82,98
89-673-1543,Digestive Biscuit,43-679-7350,Lajo,72,78,1,$4.00,3/28/2024,85,30
56-937-8675,Cream,37-996-3243,Trilith,62,91,14,$2.50,5/31/2024,41,77
14-836-2894,Apple,82-157-4299,Jabbersphere,44,92,92,$3.50,1/11/2025,41,61
87-903-3486,Peanut Oil,90-378-8463,Twitterbeat,21,25,39,$4.00,9/10/2024,79,30
07-617-6934,Coconut Sugar,48-700-8059,Feedfire,91,39,48,$5.00,12/21/2024,48,18
31-403-6234,Tuna,00-258-2525,Thoughtbeat,87,24,66,$18.00,11/24/2024,22,34
29-092-3453,Spinach,41-867-9911,Youbridge,61,17,69,$2.52,5/7/2024,31,29
34-709-9237,Carrot,66-680-8738,Gigaclub,61,81,99,$1.50,3/13/2024,26,76
13-962-6263,Sweet Potato,26-061-5253,Trupe,49,1,28,$2.00,12/23/2024,97,95
06-731-2162,Lemon,17-546-8875,Meejo,87,1,98,$2.50,10/7/2024,61,84
10-768-2443,Multigrain Bread,44-451-2764,Katz,93,55,95,$3.25,3/5/2024,56,72
36-372-2295,Basmati Rice,85-823-7428,Skimia,55,13,71,$4.45,10/22/2024,37,4
34-538-1180,Sour Cream,40-907-4937,Voonder,29,39,80,$4.00,11/3/2024,23,85
98-148-0940,Egg (Chicken),06-175-9657,Babblestorm,63,62,18,$0.20,4/2/2024,67,17
38-390-2115,Potato,12-433-6490,Rhyzio,42,69,54,$1.20,3/6/2024,43,96
02-974-8526,Onion,09-387-1119,Mudo,74,4,39,$2.00,4/5/2024,97,24
29-377-7040,Short Grain Rice,59-979-6740,Brightdog,22,77,15,$3.00,5/29/2024,68,46
84-327-7787,Egg (Chicken),97-571-0561,Bubblemix,83,35,43,$0.20,8/26/2024,94,68
82-231-4245,Wild Rice,96-177-4040,Kayveo,32,91,80,$10.00,8/28/2024,69,80
70-005-5970,Apple,18-490-4140,Skaboo,84,46,80,$3.50,10/2/2024,66,84
63-936-0145,Plum,69-415-3675,Thoughtbeat,22,56,72,$4.00,6/8/2024,70,39
08-196-2703,Peas,34-315-1199,Youbridge,100,52,2,$3.00,11/29/2024,86,70
22-778-3553,Cheddar Cheese,49-590-1752,Quaxo,36,77,49,$9.00,10/24/2024,30,84
37-610-1999,Halibut,19-985-9694,Wikizz,14,67,65,$20.00,10/19/2024,71,94
09-618-2842,White Sugar,68-415-1025,Yambee,38,82,17,$2.00,3/21/2024,52,47
28-968-4195,Eggplant,17-562-1176,Blogtag,97,52,80,$3.00,7/17/2024,22,90
55-680-0982,Green Tea,57-412-5368,Jetpulse,64,66,28,$8.00,1/14/2025,25,52
43-851-9440,Lime,67-674-0287,Camido,14,75,19,$1.90,5/11/2024,100,84
14-331-3739,Avocado Oil,87-159-6467,Voolith,24,89,27,$10.00,10/15/2024,99,1
54-830-6971,Tilapia,94-006-6480,Dynava,100,61,21,$7.00,12/25/2024,85,79
53-008-2419,Jasmine Rice,86-841-6074,Skyba,62,36,96,$4.75,4/10/2024,31,25
39-358-3340,Basmati Rice,86-841-4440,Yamia,71,60,62,$4.50,3/25/2024,60,63
28-146-2641,Parmesan Cheese,82-995-0739,BlogXS,38,67,66,$12.00,12/21/2024,35,24
83-556-0996,Powdered Sugar,81-234-0741,Jabberstorm,88,34,94,$2.40,2/20/2025,95,63
53-805-9523,Sourdough Bread,99-864-0256,Rhyloo,40,30,65,$4.50,3/19/2024,54,29
82-977-7752,Spinach,57-473-8672,Shuffledrive,88,78,17,$2.50,12/28/2024,58,21
62-393-9939,Cheddar Cheese,93-877-9384,Gabcube,60,9,89,$9.00,6/2/2024,95,63
31-745-6850,Cabbage,96-215-2767,Lajo,94,90,12,$0.90,10/24/2024,98,71
86-692-2312,Avocado Oil,77-783-4107,Dazzlesphere,30,48,52,$10.00,12/7/2024,22,78
28-044-4102,Papaya,93-358-1118,Yakijo,19,28,83,$4.50,3/1/2024,91,73
